date,North,Yorkshire_and_the_Humber,North_West,East_Midlands,West_Midlands,East_Anglia,Outer_South_East,Outer_Metropolitan,London,South_West,Wales,Scotland,Northern_Ireland,UK_Total
1999-01-01,105.82874530049476,111.05588647999532,114.28163390643948,127.59796985488843,124.09821221899134,134.40065348036543,145.12795864674612,150.4686501319503,166.7553184844599,132.55261337270352,111.82092804055466,114.98326940704608,171.1665943471406,134.60949399637622
1999-04-01,109.84507071594652,114.27365833764844,116.82416062748824,132.17879166788714,128.52470008128714,134.98728176154083,148.78826253343013,156.3957252060764,173.5242944560604,138.95122156763117,114.38740643599805,117.33569928869804,176.35161997840805,139.66116232131407
1999-07-01,111.68709890750712,115.74285019236017,118.715464894768,135.44633617592916,131.43644089742685,142.2270842409383,156.51725853711096,162.59102491667883,182.72625526308468,144.203908019713,115.36179079415226,118.51392577208276,186.17801712947173,144.35370561715894
1999-10-01,111.90726447408024,117.85908347540048,120.88830664467912,136.9686241188502,133.76877909233653,147.06922600934348,164.54543690160577,172.06355922248449,195.0742056832804,150.0388534978772,119.15531508940688,117.8432856745851,179.1680806799004,148.89289749114496
2000-01-01,110.76851333284309,117.46357081920247,122.34265229287018,142.38934434765784,136.80403462497836,156.2591254024147,175.3281143853779,182.9703070031332,209.3392837475568,159.50619677972645,122.74809730671024,119.74483959872856,189.3376761463923,154.99738568800714
2000-04-01,117.0876099615017,123.74622810161372,127.66686943017072,147.44891755552842,143.25575204445468,162.58521450014325,184.7104305136559,191.3249817101936,217.38692534076824,166.06699016373747,124.9921212834702,123.72724732847124,204.07548629622204,161.98741630771897
2000-07-01,115.47689810811455,120.05594309854376,124.97583798884637,149.22129581127598,146.92253514515656,163.90907213322976,185.79382648271,193.25545435934887,215.39886745651012,169.54266054071968,125.518436882437,123.42393415222884,202.626567030266,161.45629513259937
2000-10-01,117.08590365134972,124.32355946841372,125.88815042779602,151.86921830556747,146.23126318609343,162.8475928437121,186.432602975377,194.89768548742987,220.6263511425159,164.59080616043465,125.80310618457612,123.24647331869984,206.04504440963055,162.83801992834867
2001-01-01,119.7727129596606,127.76128490098554,131.40888464425987,155.79021901707748,151.7302854260752,171.5058308351796,191.16642399808077,196.60965263947625,221.04233536112048,173.99451068319718,130.99787613234395,122.2396919245583,210.5534872915468,167.52240502586156
2001-04-01,118.09003380802965,132.17968135195815,134.7369613296243,161.3224306786259,156.90644062010662,178.97881909811534,200.71955505186088,210.6283582803039,239.571415963162,181.47607615031484,134.93400310850404,123.96037390159134,220.906846804584,174.82673466110836
